author,nb_avis,notes_moyennes,ecart-type,nb_commentaires
Foudre,16,8.5,1.274754878398196,16
veco,93,8.56989247311828,1.526805995396191,93
Immyr,23,7.869565217391305,1.9179778260967628,23
fanchjoss,30,7.666666666666667,1.2472191289246473,30
jflm10,13,8.538461538461538,0.4985185152621431,13
jpetit31,5,8.2,1.7204650534085253,5
Brtd-Elo,1,8.0,0.0,1
Ismo45,33,8.121212121212121,1.5127253302240826,33
Informatix,3,7.333333333333333,1.247219128924647,3
Joleb,1,9.0,0.0,1
SamPlait,7,7.857142857142857,2.899683304312063,7
Jean-François Kevin,13,8.076923076923077,1.7742403991801226,13
Fabelrey,3,9.0,0.0,3
Sparkapuce,1,9.0,0.0,1
jimD,2,8.5,0.5,2
Jalphear,4,7.0,0.0,4
Golgoth,11,7.818181818181818,0.8331955809010617,11
MattDemon,24,7.708333333333333,1.0984521938720058,24
Thomasbl,13,8.23076923076923,1.186711432349347,13
Zeiylu,2,9.5,0.5,2
Zathara,2,9.5,0.5,2
PtitJu,1697,6.569239835002946,1.5540003540555931,1697
lABCdaire,347,7.066282420749279,2.206536989937368,347
aleph71,223,7.291479820627803,1.7919273533621067,223
Brissac,320,6.70625,1.3923760043537086,320
maxt3ss,7,7.428571428571429,0.9035079029052512,7
O-O,55,7.872727272727273,0.8324016830734251,55
Bilou282,3,9.0,0.816496580927726,3
meratipour,9,8.0,2.309401076758503,9
Delfe,3,6.666666666666667,2.0548046676563256,3
Clai-re,18,7.888888888888889,1.0999438818457403,18
Verojc,10,7.9,1.2206555615733703,10
Geetaku,16,7.25,1.14564392373896,16
kalatea,17,7.647058823529412,1.1345471483521123,17
rebentis,6,8.333333333333334,0.9428090415820634,6
dadi.camillette,1,7.0,0.0,1
Gwen6827,3,9.0,0.816496580927726,3
dafi51,1,0.0,0.0,1
melanoch_tagada,93,6.301075268817204,1.4427046451922632,93
Audesarah,25,7.56,1.8347751905887544,25
Frendus,3,7.666666666666667,0.4714045207910317,3
pacnam,35,7.942857142857143,1.755690456655682,35
Nicoel,7,8.571428571428571,1.049781318335648,7
Prestige Avalon Park,1,9.0,0.0,1
Carlita03,27,8.037037037037036,1.1379475182027567,27
Seb M.,11,6.727272727272728,1.9112541856026035,11
Dexter269,82,7.158536585365853,2.554143034151654,82
le jardinier,413,7.1307506053268765,1.60276657554104,413
veust,3,8.333333333333334,0.4714045207910317,3
schtkrzmat,3,8.333333333333334,0.4714045207910317,3
Roger11,21,9.19047619047619,1.401327520910682,21
Pandasam2907,6,8.0,1.7320508075688772,6
fabren06,24,7.125,0.927024810886958,24
Hairalex,6,8.166666666666666,0.8975274678557508,6
googa,340,7.552941176470588,2.132415820573912,340
mrniko,26,10.0,0.0,26
bidougame,22,8.136363636363637,1.1791928882793496,22
zenewbee,2,9.0,1.0,2
Blanche-,112,7.080357142857143,1.8377897869507296,112
el payo,26,8.346153846153847,1.6158424259692312,26
Afgould,5,7.4,2.0591260281974,5
Nietzschy,2,10.0,0.0,2
Lexiole,5,8.4,1.0198039027185568,5
fllomb,1,8.0,0.0,1
Louisitos,24,5.583333333333333,1.956115765717584,24
TricTracBen,2,9.0,0.0,2
DUELLY Steam & Punk,64,6.84375,1.7340230498756353,64
Aelyshan,6,8.5,0.957427107756338,6
Hvernant,4,9.0,0.7071067811865476,4
Holleb,1,10.0,0.0,1
sourivore,3,3.333333333333333,4.027681991198191,3
jean francois,19,8.263157894736842,2.4675175094170614,19
Stevic557,6,6.833333333333333,1.0671873729054746,6
superyoshi,2,0.0,0.0,2
von raukov,1,7.0,0.0,1
Anzahra,1,10.0,0.0,1
teq,14,8.285714285714286,2.3123448651769496,14
climb,5,7.6,2.33238075793812,5
DBabou,1,10.0,0.0,1
Triplexe,8,9.25,0.4330127018922193,8
Akenshi06,8,8.0,0.8660254037844386,8
darven,35,8.228571428571428,2.152549508781413,35
Nelsonox,9,8.0,0.9428090415820634,9
kibitzerCripure,1,8.0,0.0,1
Cromkrull,7,8.714285714285714,0.6998542122237652,7
coco13,63,8.396825396825397,1.7324144317006032,63
La malice,2,9.5,0.5,2
Erlin,76,6.184210526315789,1.6991524691955715,76
fredoc,21,7.761904761904762,1.7969487870584009,21
zibbu,4,9.25,1.299038105676658,4
actionjoe13,14,8.714285714285714,0.4517539514526256,14
Gillanol,1,8.0,0.0,1
Mehmnoch,1,7.0,0.0,1
Sereirra,1,10.0,0.0,1
Bobbyone,4,8.25,0.4330127018922193,4
redsaint0,14,7.357142857142857,0.717848258651492,14
amawalpe,17,7.529411764705882,1.8508391438296792,17
WizHardcore,1,9.0,0.0,1
lecocoy,11,7.454545454545454,1.6160353486028345,11
Corbwin,10,7.2,0.8717797887081347,10
pung,7,9.142857142857142,0.6388765649999398,7
PatSan,3,8.0,0.816496580927726,3
mttsdu13,7,6.714285714285714,1.2777531299998797,7
Dabi,206,7.470873786407767,2.5364577037867733,206
cyberba,75,8.346666666666666,1.4559609274366605,75
Nono,26,6.807692307692308,2.5573308015198903,26
The Mad Gamer,77,6.467532467532467,2.7755164049021444,77
Avalon68,48,7.479166666666667,0.999782962558486,48
marcoB,11,9.454545454545457,0.7820295697311479,11
Phoebus77,5,7.4,2.4166091947189146,5
YDfix,6,6.666666666666667,3.2489314482696545,6
archimede69,10,8.1,1.7578395831246945,10
Clemtroff,7,8.142857142857142,0.989743318610787,7
paulinehrlt,10,9.0,0.6324555320336759,10
Faray,1,8.0,0.0,1
Breizhteam,4,8.75,0.82915619758885,4
Melmslm29,1,10.0,0.0,1
Ced78,81,9.493827160493828,1.2680641101342065,81
rensenbrink,8,9.125,1.0532687216470449,8
jmguiche,104,6.990384615384615,2.7855920248654664,104
relacio,140,7.692857142857143,1.5487157286485034,140
Sthorm,118,8.177966101694915,1.022056384495588,118
sherakan,30,9.033333333333331,1.015983376941878,30
khaali,59,5.966101694915254,2.3861613858139754,59
Sylow,37,6.8108108108108105,2.608073098770772,37
Libraman,53,7.39622641509434,1.73030287065817,53
Hiureza,13,7.615384615384615,1.820332240953728,13
Nours,46,6.543478260869565,2.84915335814397,46
AlexBool,65,8.923076923076923,1.3045210415815425,65
Lymon Flowers,28,7.428571428571429,2.3364896048280177,28
charlo,32,6.46875,2.645566751662108,32
G,7,7.428571428571429,2.381904571504724,7
Spip5,53,7.264150943396227,2.388264889990903,53
theloma,63,7.809523809523809,1.7715309750226922,63
Azaleen,19,8.526315789473685,1.4278589438158458,19
ArnoArno,18,5.333333333333333,2.886751345948129,18
Dantrac,12,8.916666666666666,0.6400954789890507,12
Dragon63,14,8.071428571428571,1.667516789989822,14
Maxibestof88,8,8.5,0.7071067811865476,8
ombrelame,28,8.5,1.3758114488755873,28
melhiug,6,8.0,1.5275252316519468,6
Glenn Locke,1,10.0,0.0,1
endrick_prod,7,7.428571428571429,2.3211538298959886,7
MagicWhale,72,9.180555555555555,1.484422716906857,72
Abysses,2,9.0,1.0,2
Babelvag,27,7.148148148148148,1.819721258746407,27
Redsan,5,10.0,0.0,5
Ludix,17,5.0,2.8491484796029023,17
Berelex,22,7.636363636363637,1.7200807207658642,22
Mafuike,19,8.105263157894736,0.9676198058342228,19
Drbear,4,8.75,2.165063509461097,4
Joslin,1,9.0,0.0,1
Pedro ramirez,4,7.75,1.0897247358851685,4
Orlamonde,13,7.3076923076923075,0.9910845174403942,13
ChefTroll,1,8.0,0.0,1
Haldeus,2,9.0,1.0,2
EvivBulgroz,3,8.0,1.632993161855452,3
Hyruga,1,10.0,0.0,1
Julio3147,1,10.0,0.0,1
zesk06,4,8.0,1.7320508075688772,4
Kwisyx,8,8.125,1.0532687216470449,8
clarcknova,6,8.333333333333334,0.74535599249993,6
Eldaoud,1,9.0,0.0,1
Lu Chiano,6,9.833333333333334,0.3726779962499649,6
Sel_U_mA,5,7.8,2.638181191654584,5
Bloxboy,2,9.0,0.0,2
Tetsuo37,19,7.947368421052632,1.9323747105985072,19
Erye Company,1,10.0,0.0,1
tournai2003,3,8.0,0.816496580927726,3
choupie,28,4.928571428571429,2.2188892238584383,28
CatonBrutal,10,6.9,1.513274595042156,10
Junien,1,10.0,0.0,1
Guer_Noir,9,9.444444444444445,0.6849348892187751,9
Mai Nicolas,5,7.8,3.4292856398964493,5
davedavis68,4,10.0,0.0,4
Boutmoute,4,5.75,2.8613807855648994,4
FripSauvage,9,8.666666666666666,1.1547005383792517,9
Le Roi du Rail,1,10.0,0.0,1
Heyr,13,7.769230769230769,1.309952797378954,13
Kayin,17,7.0,1.6087993330796877,17
Elryun,1,10.0,0.0,1
Kortal,28,7.75,1.5497695681247952,28
MichelGodefroy,14,8.214285714285714,1.6115020246683538,14
Djouky,1,10.0,0.0,1
Sygma,7,8.0,1.4142135623730951,7
Doug1982,12,9.5,0.6454972243679028,12
yktv,1,10.0,0.0,1
Metioth,3,7.0,2.160246899469287,3
Annece312,26,6.615384615384615,1.0769230769230766,26
Decato69,30,8.366666666666667,1.1967548714010832,30
halex21,2,8.5,0.5,2
Grunkle Stan,2,9.5,0.5,2
Jipé64,9,9.555555555555555,0.6849348892187751,9
le_hibou,6,8.166666666666666,0.6871842709362768,6
AF-13,1,9.0,0.0,1
Fideliö,9,6.666666666666667,1.247219128924647,9
Le Poun,4,8.0,0.7071067811865476,4
obiwanpetouxi,5,9.8,0.4,5
GrayVice,3,9.0,0.816496580927726,3
Sarga,2,5.0,5.0,2
Neoplayer,8,8.875,0.7806247497997998,8
Ghils,6,9.666666666666666,0.7453559924999299,6
Lauwic,1,10.0,0.0,1
Head-Sek,3,8.666666666666666,0.4714045207910317,3
taraspoutine,7,9.285714285714286,0.6998542122237652,7
echow464,21,7.428571428571429,1.3299276232160897,21
Pyrod,4,7.5,2.0615528128088303,4
Corentin42,1,9.0,0.0,1
Sov_strochnis,8,7.375,0.8569568250501305,8
Lionceau,1,8.0,0.0,1
busterwolf,29,8.310344827586206,0.6999235562132563,29
Lekip13,7,7.428571428571429,0.9035079029052512,7
Pat64,1,6.0,0.0,1
Al3xandre,1,9.0,0.0,1
BlackDragon,8,7.875,0.927024810886958,8
Julian08,17,6.882352941176471,3.6763529392940577,17
GuillaumeLeJoueur,1,10.0,0.0,1
Rammquin,12,7.916666666666667,1.6562172428626494,12
kordelash,3,8.666666666666666,0.9428090415820634,3
MrGuivre,1,9.0,0.0,1
crodacier,1,10.0,0.0,1
pioupioute,1,10.0,0.0,1
Monsieur Julien,101,6.891089108910891,1.8926694967010929,101
Cyssou37,165,8.4,1.2249922696107356,165
perian,125,7.832,1.0098395912222886,125
Momo Bertolino,22,7.590909090909091,0.8872373316337789,22
Pepette02,5,8.0,0.6324555320336759,5
merle799,7,8.142857142857142,0.6388765649999398,7
LittleXmas,141,8.049645390070921,1.9690017672308413,141
lepatoune,163,7.58282208588957,1.917999823820324,163
amnesix,73,6.821917808219178,1.8382724599689044,73
JEFF64,3,8.666666666666666,0.9428090415820634,3
deecee,2,1.5,0.5,2
vinz.fournet,1,4.0,0.0,1
Bertaga72,7,8.0,1.0690449676496976,7
perso,2,8.0,0.0,2
Garuda941,23,8.478260869565217,1.5567403295624482,23
BzeB,1,6.0,0.0,1
Ponpokopon,7,7.142857142857143,1.6413036132965797,7
Jeu s'appelle Yann,3,9.0,0.816496580927726,3
WandSoul,1,5.0,0.0,1
Irving64,15,8.0,0.5163977794943222,15
Lincal,122,6.631147540983607,1.9552402044046104,122
redan,8,8.625,0.8569568250501305,8
MajorThom,44,7.272727272727272,1.7236804750780492,44
Albtr,3,7.333333333333333,1.699673171197595,3
MerlinFrit,6,8.666666666666666,0.4714045207910317,6
Biquette31,15,7.733333333333333,0.7717224601860151,15
Egide,9,8.0,0.6666666666666666,9
Bobby,75,7.493333333333333,1.92785430523736,75
Roxor,7,9.571428571428571,1.0497813183356477,7
Akwell,12,6.666666666666667,1.4907119849998598,12
mr_poorc,5,9.2,0.3999999999999999,5
snotling54,14,6.857142857142857,1.124858267715973,14
Alionouchka,46,8.630434782608695,1.007767564043414,46
Glatos,145,7.179310344827586,1.4793706281423278,145
catyanaa,1,10.0,0.0,1
Flo Fly,1,10.0,0.0,1
Exocet,15,8.733333333333333,1.2364824660660938,15
Biglo,12,8.916666666666666,1.114924013354971,12
TROULULU,144,8.92361111111111,1.7081498320596569,144
isma-33,36,7.666666666666667,2.96273147243853,36
Mistral Torrent,2,10.0,0.0,2
Wolloh,2,10.0,0.0,2
billbunzene,2,10.0,0.0,2
ripnet,2,5.5,3.5,2
jarly,1,10.0,0.0,1
astypal990,1,1.0,0.0,1
Rafpitch,1,10.0,0.0,1
Forda,1,10.0,0.0,1
Frant,1,10.0,0.0,1
Solelfik,1,1.0,0.0,1
Diclonius,1,8.0,0.0,1
Khivars,1,10.0,0.0,1
alex07P6,1,10.0,0.0,1
Ceoh,1,9.0,0.0,1
aiglenoir1003,1,9.0,0.0,1
Aliadys,1,10.0,0.0,1
BilboMargera,1,10.0,0.0,1
DraBaZ,3,8.666666666666666,0.9428090415820634,3
DTDJ,4,8.75,0.82915619758885,4
lilounette,45,7.288888888888889,1.4999588471721077,45
Andronymous,7,9.571428571428571,1.0497813183356477,7
Athanase,99,7.313131313131313,2.144508912946355,99
gravaillon,19,6.7368421052631575,2.6723162683760218,19
Giant Squid,1,10.0,0.0,1
Kylie Ravera,45,7.822222222222222,1.6369197209513682,45
Crunsk,11,8.0,1.8090680674665816,11
Phatibert,9,8.666666666666666,1.3333333333333333,9
doufteu,5,6.8,1.939071942966532,5
PierreCaj,2,10.0,0.0,2
Suiton,1,6.0,0.0,1
Jenyhoney,1,3.0,0.0,1
IsabelleG,31,8.225806451612904,1.2879009533985244,31
Arendhel,2,8.0,2.0,2
Unfriendly Games,1,10.0,0.0,1
G. Winzenschtark,25,8.8,1.058300524425836,25
cmsy,281,7.736654804270462,2.148004499352477,281
sephi78,45,6.4,2.080598204576965,45
Chips,33,7.0,1.7232808737106582,33
fjugan,59,7.983050847457627,2.295843889925022,59
Dodly06,11,7.363636363636363,0.4810456929208346,11
Shaaaady,80,7.075,1.5951097140949269,80
granpaff,15,6.733333333333333,2.8158282775923835,15
Yortael,2,10.0,0.0,2
Seikfried,22,9.272727272727272,1.4826824027545535,22
Wren,18,7.888888888888889,1.7284832429004495,18
Animaseri,86,6.906976744186046,1.2540901174616523,86
elmagnifico03,25,7.72,2.0497804760510334,25
Etienne Mineur,5,10.0,0.0,5
Fef,4,10.0,0.0,4
Mati24,14,6.928571428571429,1.9072899889740984,14
calanoor,1,5.0,0.0,1
Raoul404,5,5.0,0.0,5
AleXVII,6,8.166666666666666,0.3726779962499649,6
leongamesolo,8,7.625,0.9921567416492216,8
Jetpix,8,8.375,0.6959705453537527,8
lulll,20,8.3,1.0535653752852738,20
corman,76,7.342105263157895,1.2932276184532228,76
Margo69,14,8.357142857142858,2.4380068808394304,14
djudith,5,8.0,0.0,5
tonyo460,7,8.857142857142858,0.3499271061118825,7
caseystoner,18,5.666666666666667,2.516611478423583,18
ofée,36,7.472222222222222,1.2798895592786972,36
Aurl,49,7.693877551020408,1.40268083897466,49
Scandza,6,7.333333333333333,1.699673171197595,6
BearSly,15,7.2,1.045625809423875,15
Blopfish,16,6.5,2.0,16
PAVL!N3,4,8.0,0.7071067811865476,4
lololachups,17,7.0588235294117645,1.349099404844672,17
noghster,28,6.642857142857143,1.2016145600900516,28
Radikalkiwi,48,7.270833333333333,1.4396119751130472,48
Maym64,18,7.555555555555555,0.8958064164776167,18
313,3,6.666666666666667,3.299831645537222,3
karlitodelacasa,2,8.5,0.5,2
Funky_Alex,6,6.833333333333333,2.4094720491334933,6
Dash911,194,7.22680412371134,1.9557220020394892,194
Derff,111,7.423423423423423,1.952358470027311,111
Venus,44,9.772727272727272,0.5585548057929322,44
Hyperborée,43,6.674418604651163,2.1964128284869946,43
Olives,10,7.2,3.4292856398964493,10
Nabuchodon,11,8.090909090909092,1.8317674254190808,11
Maxlegogol,11,8.272727272727273,0.9620913858416692,11
arsenelupin,9,7.555555555555555,2.266230894930126,9
samking,47,8.680851063829786,1.2047138439908145,47
Sirrus,8,5.0,1.8027756377319943,8
Lufella,2,7.5,0.5,2
LaetNovice,9,7.444444444444445,0.831479419283098,9
Oliv Yeah,3,7.0,0.0,3
Txente21,10,8.5,2.9068883707497264,10
slebote,4,8.25,1.0897247358851685,4
fbparis,13,8.615384615384615,0.7378202343558029,13
Kiwi_74,10,7.7,1.791647286716892,10
Gueguette75,8,7.5,1.118033988749895,8
Xoruna,12,6.666666666666667,1.9720265943665387,12
Douggy,12,7.333333333333333,1.840893502864544,12
Annso01,23,5.869565217391305,2.507455800921081,23
Raclure,17,7.235294117647059,1.4360653665569063,17
legogo,3,8.666666666666666,0.4714045207910317,3
kelanflyter,15,8.4,1.7048949136725895,15
Nono11,7,6.142857142857143,3.313546715640915,7
Cyrano de Haddock,5,9.2,0.3999999999999999,5
PaulDessin,8,6.75,1.984313483298443,8
Molafye,5,6.0,2.9664793948382653,5
Bélounari,56,6.428571428571429,1.4374722712498644,56
bouks,14,6.642857142857143,3.617559217743028,14
manolas78,2,9.0,0.0,2
Tjok,9,6.888888888888889,2.6851213274654606,9
kaisongo,1,9.0,0.0,1
jibdivision,7,8.428571428571429,1.6781914463529617,7
LordSavoy,66,7.651515151515151,2.0262850336636307,66
L'IMPRéVUE,1,10.0,0.0,1
Connors,8,9.125,0.7806247497997998,8
mumut,24,8.958333333333334,0.9344858955002416,24
EngagelejeuQuejelegagnE,16,8.125,2.4206145913796355,16
Madfly693,1,10.0,0.0,1
Clemouth,18,8.0,1.699673171197595,18
fabdb,1,8.0,0.0,1
Emma78,9,7.777777777777778,2.698879511442471,9
Paniscus,10,8.2,1.2489995996796797,10
Daje71,9,8.0,0.9428090415820634,9
Joule26,1,8.0,0.0,1
acludonaute,2,10.0,0.0,2
crashphil,172,7.0,1.1102063499795358,172
gilles355,50,7.76,1.9550959055759896,50
yan29100,6,8.5,0.7637626158259734,6
LeCavalierCourage,8,8.875,0.5994789404140899,8
Stefi,1,10.0,0.0,1
Patishou69,8,7.75,1.1989578808281798,8
Fat&Furious,17,9.764705882352942,0.4241825029957634,17
Symphony XxX,2,8.5,0.5,2
syb,7,8.0,1.6035674514745464,7
QuenT1T,3,6.666666666666667,0.4714045207910317,3
indiana,24,8.333333333333334,2.4438130497691968,24
Sysyphus - Pommard,88,8.204545454545455,1.2627449439171916,88
croquemort95,44,8.5,1.7385992271732071,44
Mirada,8,8.75,1.5612494995995996,8
Zedruide,1,10.0,0.0,1
pium,18,7.611111111111111,1.2969575033254166,18
ghosta,4,7.5,0.5,4
Fanch44,1,7.0,0.0,1
NicolasG06,3,10.0,0.0,3
Le Comte Gruickor,9,6.222222222222222,2.4393887111222385,9
La Gouille,11,7.272727272727272,2.04898684901539,11
Ravage35170,138,6.753623188405797,2.9581907764049338,138
ludocortex,44,6.954545454545454,2.305670336904073,44
Matou Rdanoï,72,6.736111111111111,1.9075366281291484,72
Match,38,7.0,2.0261449005179117,38
snaketc,24,7.458333333333333,1.471370298584131,24
spiritofnothing,29,7.896551724137931,2.656739349552858,29
Rinobibi,12,8.916666666666666,2.1392496088322392,12
Afenor,17,7.117647058823529,1.2310852668503731,17
Destructuration,6,8.333333333333334,1.247219128924647,6
Littlefinger,1,9.0,0.0,1
thierror544,15,7.0,2.9211869733608857,15
jexter,2,9.0,1.0,2
liparis,7,9.428571428571429,0.4948716593053935,7
26vince,51,8.764705882352942,1.26162415232513,51
Antiochos III,58,6.637931034482759,1.0779654505062473,58
loloxxl760,2,9.0,0.0,2
noyel2,2,10.0,0.0,2
LarbinDuPeuple,5,7.2,3.1874754901018454,5
sortilege22,2,9.5,0.5,2
ledepuncheur,8,7.875,1.2686114456365274,8
Exorax,3,8.666666666666666,0.4714045207910317,3
Masto,10,8.6,0.7999999999999999,10
Ddnet,1,9.0,0.0,1
TheGrestige,4,6.25,2.5860201081971503,4
Iknev,4,6.5,0.8660254037844386,4
Le Djé,1,5.0,0.0,1
maciozik,10,7.8,0.8717797887081347,10
Razac,3,7.666666666666667,0.4714045207910317,3
Jonajuwon,7,8.857142857142858,0.3499271061118825,7
Coyote91,20,6.7,1.9261360284258224,20
Thor Stark,2,8.5,0.5,2
domisuper,5,8.2,0.7483314773547882,5
Franck76,2,8.0,1.0,2
Matoaka,2,8.5,0.5,2
deslivresetdesmots,5,9.2,0.4,5
Marko21,4,8.25,0.4330127018922193,4
C'ludik,1,10.0,0.0,1
Hadrie1,5,8.2,1.32664991614216,5
undécent,16,9.25,0.75,16
Kyrian Krane,3,7.0,2.160246899469287,3
Badool,6,8.666666666666666,1.3743685418725535,6
jucat,1,9.0,0.0,1
Kach,3,7.0,3.559026084010437,3
Blindman,88,7.613636363636363,2.4699641982214784,88
phil31,6,7.0,4.0,6
bast92,4,8.25,3.031088913245535,4
miky74600,8,9.625,0.9921567416492216,8
Markkus96,2,9.5,0.5,2
Janabis,56,7.321428571428571,2.0450911860314864,56
luigi,29,8.827586206896552,0.6982226459074685,29
Guianddrine,17,9.352941176470589,0.8360394355030528,17
French_noodle,9,6.333333333333333,1.632993161855452,9
alexandraaa,12,8.666666666666666,0.8498365855987975,12
Schtroumpf_74,20,9.25,0.698212002188447,20
Olypop,23,7.173913043478261,1.6590246981164272,23
Amzerzo,20,8.35,1.061838029079765,20
Verpex,1,9.0,0.0,1
C'est Byzance !,36,7.388888888888889,1.495879113092918,36
budedou,13,7.153846153846154,1.511298669568346,13
Zebecasse,6,9.5,0.7637626158259734,6
Mar1ne,2,9.0,0.0,2
Kreisau,4,7.75,0.82915619758885,4
Guillaume GN,72,8.416666666666666,1.330726618555942,72
cam217,7,8.285714285714286,0.6998542122237652,7
Emmanuel Ferreira,105,6.0095238095238095,2.4279924613330763,105
Popidus,2,10.0,0.0,2
ninielb,12,7.25,1.963203164898291,12
Yumia,1,7.0,0.0,1
ptitpouit,1,10.0,0.0,1
piopolis,1,9.0,0.0,1
Glaudus,41,7.439024390243903,1.3260758262505548,41
Toriald,29,6.620689655172414,2.709037150538256,29
eagercranium,12,6.75,3.112474899497183,12
L'HERMINE,3,9.0,0.0,3
fafabzh,2,10.0,0.0,2
tigroux,4,9.25,0.82915619758885,4
monse,5,10.0,0.0,5
UNE LUDI PAUSE,1,9.0,0.0,1
Rwain,102,7.019607843137255,2.5436595227706134,102
rominath,20,8.4,1.655294535724685,20
Coralilie,2,8.0,0.0,2
annaig1985,3,6.333333333333333,3.771236166328253,3
Sir Arno,2,6.5,1.5,2
FamOni38,8,7.375,0.4841229182759271,8
Styliann,5,8.8,0.3999999999999999,5
Ael_,2,9.5,0.5,2
S0_0phie,1,10.0,0.0,1
augredujeu,4,8.0,0.7071067811865476,4
Petitedoudoue1978,6,7.333333333333333,1.699673171197595,6
Oxymoreus,1,8.0,0.0,1
_ChaM_,19,7.2105263157894735,1.7645320646568643,19
Ludistille,7,6.142857142857143,1.8070158058105024,7
Devendra,2,9.0,1.0,2
bennacer,8,10.0,0.0,8
stocke,14,6.642857142857143,2.580341695455492,14
chnain,13,7.923076923076923,1.5423028965971863,13
arnaudjoj,1,3.0,0.0,1
palscotte,5,9.2,0.3999999999999999,5
gael_br,10,8.6,1.4966629547095764,10
iQuentin,5,8.4,0.7999999999999999,5
Lacuvee,49,7.469387755102041,1.5662517432122365,49
BAZALF,1,10.0,0.0,1
jerome pourchier,1,4.0,0.0,1
penonce,2,8.5,0.5,2
crimson5959,3,7.666666666666667,2.6246692913372702,3
